Orthogroup	Acaulospora-colombiana-protein	Acaulospora-morrowiae-protein	Ambispora-gerdemannii-protein	Ambispora-leptoticha-protein	Cetraspora-pellucida-protein	Claroideoglomus-candidum-CCK-protein	Claroideoglomus-lamellosum-protein	Dentiscutata-heterogama-protein	Diversispora-eburnea-protein	Diversispora-epigaea-protein	Diversispora-erythropus-protein	Funneliformis-caledonium-protein	Funneliformis-mosseae-protein	Geosiphon-pyriformis-protein	Gigaspora-margarita-BEG34-protein	Gigaspora-rosea-FL-protein	Innospora-majewskii-protein	Paraglomus-brasilianum-protein	Paroglomus-occultum-protein	Racocetra-persica-protein	Rhizophagus-cerebriforme-protein	Rhizophagus-clarus-protein	Rhizophagus-diaphanus-protein	Rhizophagus-fulgida-protein	Rhizophagus-irregularis-protein	Scutellospora-calospora-protein	Septoglomus-turnauae-protein
OG0056138												CAG8691435.1															
OG0056139												CAG8691452.1															
OG0056140												CAG8691515.1															
OG0056141												CAG8691951.1															
OG0056142												CAG8692063.1															
OG0056143												CAG8692580.1															
OG0056144												CAG8692879.1															
OG0056145												CAG8692937.1															
OG0056146												CAG8693714.1															
OG0056147												CAG8693753.1															
OG0056148												CAG8693849.1															
OG0056149												CAG8694042.1															
OG0056150												CAG8694466.1															
OG0056151												CAG8694505.1															
OG0056152												CAG8694862.1															
OG0056153												CAG8695085.1															
OG0056154												CAG8695244.1															
OG0056155												CAG8695631.1															
OG0056156												CAG8695637.1															
OG0056157												CAG8696183.1															
OG0056158												CAG8696249.1															
OG0056159												CAG8696627.1															
OG0056160												CAG8696645.1															
OG0056161												CAG8696769.1															
OG0056162												CAG8697063.1															
OG0056163												CAG8697134.1															
OG0056164												CAG8697652.1															
OG0056165												CAG8697766.1															
OG0056166												CAG8698408.1															
OG0056167												CAG8698420.1															
OG0056168												CAG8698661.1															
OG0056169												CAG8698690.1															
OG0056170												CAG8698704.1															
OG0056171												CAG8698971.1															
OG0056172												CAG8699317.1															
OG0056173												CAG8699417.1															
OG0056174												CAG8699701.1															
OG0056175												CAG8699782.1															
OG0056176												CAG8699810.1															
OG0056177												CAG8699873.1															
OG0056178												CAG8699883.1															
OG0056179												CAG8699896.1															
OG0056180												CAG8700094.1															
OG0056181												CAG8700290.1															
OG0056182												CAG8700654.1															
OG0056183												CAG8700916.1															
OG0056184												CAG8701681.1															
OG0056185												CAG8701738.1															
OG0056186												CAG8702069.1															
OG0056187												CAG8702310.1															
OG0056188												CAG8702491.1															
OG0056189												CAG8702513.1															
OG0056190												CAG8702575.1															
OG0056191												CAG8702593.1															
OG0056192												CAG8702644.1															
OG0056193												CAG8702753.1															
OG0056194												CAG8703186.1															
OG0056195												CAG8703547.1															
OG0056196												CAG8704075.1															
OG0056197												CAG8704088.1															
OG0056198												CAG8704130.1															
OG0056199												CAG8704262.1															
OG0056200												CAG8704412.1															
OG0056201												CAG8704578.1															
OG0056202												CAG8704676.1															
OG0056203												CAG8704769.1															
OG0056204												CAG8705550.1															
OG0056205												CAG8705923.1															
OG0056206												CAG8706182.1															
OG0056207												CAG8706458.1															
OG0056208												CAG8706561.1															
OG0056209												CAG8706582.1															
OG0056210												CAG8706917.1															
OG0056211												CAG8707101.1															
OG0056212												CAG8707268.1															
OG0056213												CAG8707466.1															
OG0056214												CAG8707478.1															
OG0056215												CAG8707744.1															
OG0056216												CAG8707824.1															
OG0056217												CAG8709443.1															
OG0056218												CAG8709519.1															
OG0056219												CAG8709662.1															
OG0056220												CAG8709688.1															
OG0056221												CAG8709840.1															
OG0056222												CAG8710045.1															
OG0056223												CAG8710483.1															
OG0056224												CAG8710497.1															
OG0056225												CAG8710639.1															
OG0056226												CAG8710653.1															
OG0056227												CAG8711355.1															
OG0056228												CAG8711568.1															
OG0056229												CAG8711624.1															
OG0056230												CAG8711641.1															
OG0056231												CAG8711683.1															
OG0056232												CAG8711787.1															
OG0056233												CAG8712720.1															
OG0056234												CAG8712758.1															
OG0056235												CAG8712839.1															
OG0056236												CAG8713029.1															
OG0056237												CAG8713583.1															
OG0056238												CAG8713614.1															
OG0056239												CAG8713706.1															
OG0056240												CAG8713747.1															
OG0056241												CAG8713915.1															
OG0056242												CAG8713997.1															
OG0056243												CAG8714416.1															
OG0056244												CAG8714815.1															
OG0056245												CAG8714961.1															
OG0056246												CAG8715074.1															
OG0056247												CAG8715594.1															
OG0056248												CAG8716005.1															
OG0056249												CAG8716068.1															
OG0056250												CAG8716227.1															
OG0056251												CAG8716716.1															
OG0056252												CAG8716965.1															
OG0056253												CAG8716971.1															
OG0056254												CAG8717308.1															
OG0056255												CAG8717369.1															
OG0056256												CAG8717438.1															
OG0056257												CAG8717714.1															
OG0056258												CAG8717737.1															
OG0056259												CAG8717944.1															
OG0056260												CAG8718561.1															
OG0056261												CAG8718573.1															
OG0056262												CAG8719790.1															
OG0056263												CAG8720474.1															
OG0056264												CAG8720881.1															
OG0056265												CAG8720945.1															
OG0056266												CAG8721184.1															
OG0056267												CAG8721368.1															
OG0056268												CAG8721910.1															
OG0056269												CAG8722173.1															
OG0056270												CAG8722661.1															
OG0056271												CAG8722770.1															
OG0056272												CAG8722849.1															
OG0056273												CAG8722967.1															
OG0056274												CAG8722981.1															
OG0056275												CAG8723230.1															
OG0056276												CAG8723414.1															
OG0056277												CAG8723479.1															
OG0056278												CAG8723715.1															
OG0056279												CAG8723768.1															
OG0056280												CAG8723894.1															
OG0056281												CAG8723976.1															
OG0056282												CAG8724071.1															
OG0056283												CAG8724207.1															
OG0056284												CAG8724364.1															
OG0056285												CAG8724488.1															
OG0056286												CAG8724582.1															
OG0056287												CAG8724678.1															
OG0056288												CAG8724714.1															
OG0056289												CAG8724787.1															
OG0056290												CAG8725035.1															
OG0056291												CAG8725621.1															
OG0056292												CAG8725751.1															
OG0056293												CAG8725879.1															
OG0056294												CAG8725943.1															
OG0056295												CAG8726173.1															
OG0056296												CAG8726851.1															
OG0056297												CAG8727065.1															
OG0056298												CAG8727072.1															
OG0056299												CAG8727085.1															
OG0056300												CAG8727248.1															
OG0056301												CAG8727863.1															
OG0056302												CAG8728074.1															
OG0056303												CAG8728530.1															
OG0056304												CAG8728574.1															
OG0056305												CAG8728721.1															
OG0056306												CAG8728828.1															
OG0056307												CAG8729115.1															
OG0056308												CAG8729283.1															
OG0056309												CAG8729415.1															
OG0056310												CAG8729563.1															
OG0056311												CAG8729645.1															
OG0056312												CAG8729799.1															
OG0056313												CAG8730126.1															
OG0056314												CAG8730373.1															
OG0056315												CAG8730656.1															
OG0056316												CAG8731084.1															
OG0056317												CAG8731252.1															
OG0056318												CAG8731871.1															
OG0056319												CAG8731941.1															
OG0056320												CAG8731971.1															
OG0056321												CAG8732173.1															
OG0056322												CAG8732653.1															
OG0056323												CAG8732679.1															
OG0056324												CAG8732736.1															
OG0056325												CAG8732991.1															
OG0056326												CAG8733077.1															
OG0056327												CAG8733871.1															
OG0056328												CAG8733984.1															
OG0056329												CAG8734048.1															
OG0056330												CAG8734175.1															
OG0056331												CAG8734388.1															
OG0056332												CAG8734659.1															
OG0056333												CAG8734868.1															
OG0056334												CAG8734951.1															
OG0056335												CAG8735278.1															
OG0056336												CAG8735471.1															
OG0056337												CAG8735655.1															
OG0056338												CAG8735845.1															
OG0056339												CAG8736031.1															
OG0056340												CAG8736177.1															
OG0056341												CAG8736340.1															
OG0056342												CAG8736404.1															
OG0056343												CAG8736437.1															
OG0056344												CAG8736498.1															
OG0056345												CAG8736632.1															
OG0056346												CAG8736956.1															
OG0056347												CAG8737268.1															
OG0056348												CAG8737350.1															
OG0056349												CAG8737575.1															
OG0056350												CAG8737630.1															
OG0056351												CAG8737778.1															
OG0056352												CAG8737802.1															
OG0056353												CAG8737918.1															
OG0056354												CAG8738016.1															
OG0056355												CAG8738045.1															
OG0056356												CAG8738158.1															
OG0056357												CAG8738385.1															
OG0056358												CAG8738473.1															
OG0056359												CAG8738570.1															
OG0056360												CAG8738744.1															
OG0056361												CAG8738749.1															
OG0056362												CAG8738766.1															
OG0056363												CAG8739239.1															
OG0056364												CAG8739291.1															
OG0056365												CAG8739298.1															
OG0056366												CAG8739376.1															
OG0056367												CAG8739454.1															
OG0056368												CAG8739765.1															
OG0056369												CAG8739857.1															
OG0056370												CAG8740153.1															
OG0056371												CAG8740275.1															
OG0056372												CAG8740604.1															
OG0056373												CAG8740840.1															
OG0056374												CAG8741065.1															
OG0056375												CAG8741081.1															
OG0056376												CAG8741160.1															
OG0056377												CAG8741309.1															
OG0056378												CAG8741594.1															
OG0056379												CAG8741705.1															
OG0056380												CAG8741745.1															
OG0056381												CAG8742039.1															
OG0056382												CAG8742191.1															
OG0056383												CAG8742348.1															
OG0056384												CAG8742510.1															
OG0056385												CAG8742742.1															
OG0056386												CAG8742746.1															
OG0056387												CAG8742812.1															
OG0056388												CAG8743069.1															
OG0056389												CAG8743280.1															
OG0056390												CAG8743611.1															
OG0056391												CAG8743701.1															
OG0056392												CAG8743777.1															
OG0056393												CAG8744024.1															
OG0056394												CAG8744054.1															
OG0056395												CAG8744114.1															
OG0056396												CAG8744188.1															
OG0056397												CAG8744268.1															
OG0056398												CAG8744341.1															
OG0056399												CAG8744411.1															
OG0056400												CAG8744544.1															
OG0056401												CAG8744635.1															
OG0056402												CAG8745124.1															
OG0056403												CAG8745169.1															
OG0056404												CAG8745260.1															
OG0056405												CAG8745287.1															
OG0056406												CAG8745444.1															
OG0056407												CAG8745521.1															
OG0056408												CAG8745650.1															
OG0056409												CAG8745664.1															
OG0056410												CAG8745861.1															
OG0056411												CAG8746273.1															
OG0056412												CAG8746414.1															
OG0056413												CAG8746460.1															
OG0056414												CAG8746470.1															
OG0056415												CAG8746485.1															
OG0056416												CAG8746646.1															
OG0056417												CAG8746827.1															
OG0056418												CAG8746835.1															
OG0056419												CAG8747192.1															
OG0056420												CAG8747311.1															
OG0056421												CAG8747334.1															
OG0056422												CAG8747716.1															
OG0056423												CAG8747900.1															
OG0056424												CAG8747970.1															
OG0056425												CAG8748089.1															
OG0056426												CAG8748102.1															
OG0056427												CAG8748158.1															
OG0056428												CAG8748309.1															
OG0056429												CAG8749029.1															
OG0056430												CAG8749112.1															
OG0056431												CAG8749240.1															
OG0056432												CAG8749326.1															
OG0056433												CAG8749628.1															
OG0056434												CAG8749931.1															
OG0056435												CAG8749936.1															
OG0056436												CAG8749971.1															
OG0056437												CAG8750118.1															
OG0056438												CAG8750259.1															
OG0056439												CAG8750285.1															
OG0056440												CAG8750365.1															
OG0056441												CAG8750432.1															
OG0056442												CAG8750761.1															
OG0056443												CAG8750869.1															
OG0056444												CAG8750876.1															
OG0056445												CAG8750939.1															
OG0056446												CAG8751043.1															
OG0056447												CAG8751271.1															
OG0056448												CAG8751429.1															
OG0056449												CAG8751831.1															
OG0056450												CAG8752394.1															
OG0056451												CAG8752456.1															
OG0056452												CAG8752508.1															
OG0056453												CAG8752537.1															
OG0056454												CAG8752567.1															
OG0056455												CAG8752582.1															
OG0056456												CAG8752686.1															
OG0056457												CAG8752986.1															
OG0056458												CAG8753069.1															
OG0056459												CAG8753164.1															
OG0056460												CAG8753256.1															
OG0056461												CAG8753473.1															
OG0056462												CAG8753539.1															
OG0056463												CAG8753850.1															
OG0056464												CAG8754000.1															
OG0056465												CAG8754133.1															
OG0056466												CAG8754198.1															
OG0056467												CAG8754418.1															
OG0056468												CAG8754479.1															
OG0056469												CAG8754631.1															
OG0056470												CAG8754725.1															
OG0056471												CAG8755139.1															
OG0056472												CAG8755782.1															
OG0056473												CAG8755801.1															
OG0056474												CAG8755958.1															
OG0056475												CAG8755970.1															
OG0056476												CAG8756013.1															
OG0056477												CAG8756145.1															
OG0056478												CAG8756227.1															
OG0056479												CAG8756339.1															
OG0056480												CAG8756480.1															
OG0056481												CAG8756552.1															
OG0056482												CAG8756622.1															
OG0056483												CAG8756795.1															
OG0056484												CAG8756872.1															
OG0056485												CAG8756888.1															
OG0056486												CAG8757038.1															
OG0056487												CAG8757109.1															
OG0056488												CAG8757378.1															
OG0056489												CAG8757501.1															
OG0056490												CAG8757523.1															
OG0056491												CAG8757662.1															
OG0056492												CAG8757665.1															
OG0056493												CAG8757684.1															
OG0056494												CAG8757721.1															
OG0056495												CAG8757738.1															
OG0056496												CAG8757748.1															
OG0056497												CAG8757896.1															
OG0056498												CAG8758124.1															
OG0056499												CAG8758160.1															
OG0056500												CAG8758166.1															
OG0056501												CAG8758488.1															
OG0056502												CAG8758491.1															
OG0056503												CAG8758656.1															
OG0056504												CAG8758846.1															
OG0056505												CAG8759112.1															
OG0056506												CAG8759423.1															
OG0056507												CAG8759640.1															
OG0056508												CAG8760237.1															
OG0056509												CAG8760583.1															
OG0056510												CAG8761047.1															
OG0056511												CAG8761099.1															
OG0056512												CAG8761305.1															
OG0056513												CAG8761432.1															
OG0056514												CAG8761476.1															
OG0056515												CAG8761502.1															
OG0056516												CAG8761572.1															
OG0056517												CAG8761611.1															
OG0056518												CAG8761738.1															
OG0056519												CAG8761977.1															
OG0056520												CAG8761998.1															
OG0056521												CAG8762207.1															
OG0056522												CAG8762350.1															
OG0056523												CAG8762409.1															
OG0056524												CAG8762413.1															
OG0056525												CAG8762730.1															
OG0056526												CAG8762797.1															
OG0056527												CAG8762826.1															
OG0056528												CAG8762870.1															
OG0056529												CAG8762935.1															
OG0056530												CAG8763070.1															
OG0056531												CAG8763132.1															
OG0056532												CAG8763147.1															
OG0056533												CAG8763152.1															
OG0056534												CAG8763272.1															
OG0056535												CAG8763325.1															
OG0056536												CAG8763390.1															
OG0056537												CAG8763498.1															
OG0056538												CAG8763553.1															
OG0056539												CAG8763731.1															
OG0056540												CAG8763947.1															
OG0056541												CAG8763998.1															
OG0056542												CAG8764009.1															
OG0056543												CAG8764141.1															
OG0056544												CAG8764212.1															
OG0056545												CAG8764321.1															
OG0056546												CAG8764467.1															
OG0056547												CAG8764484.1															
OG0056548												CAG8764821.1															
OG0056549												CAG8764991.1															
OG0056550												CAG8765257.1															
OG0056551												CAG8765348.1															
OG0056552												CAG8765444.1															
OG0056553												CAG8765966.1															
OG0056554												CAG8766367.1															
OG0056555												CAG8766513.1															
OG0056556												CAG8766546.1															
OG0056557												CAG8766623.1															
OG0056558												CAG8766867.1															
OG0056559												CAG8767031.1															
OG0056560												CAG8767086.1															
OG0056561												CAG8767290.1															
OG0056562												CAG8767429.1															
OG0056563												CAG8767492.1															
OG0056564												CAG8767569.1															
OG0056565												CAG8767672.1															
OG0056566												CAG8767929.1															
OG0056567												CAG8768317.1															
OG0056568												CAG8768667.1															
OG0056569												CAG8768847.1															
OG0056570												CAG8769010.1															
OG0056571												CAG8769092.1															
OG0056572												CAG8769171.1															
OG0056573												CAG8769194.1															
OG0056574												CAG8769211.1															
OG0056575												CAG8769264.1															
OG0056576												CAG8769360.1															
OG0056577												CAG8769382.1															
OG0056578												CAG8769480.1															
OG0056579												CAG8769856.1															
OG0056580												CAG8770179.1															
OG0056581												CAG8770672.1															
OG0056582												CAG8770809.1															
OG0056583												CAG8770831.1															
OG0056584												CAG8771217.1															
OG0056585												CAG8771222.1															
OG0056586												CAG8771470.1															
OG0056587												CAG8771607.1															
OG0056588												CAG8771858.1															
OG0056589												CAG8771913.1															
OG0056590												CAG8771925.1															
OG0056591												CAG8772497.1															
OG0056592												CAG8772597.1															
OG0056593												CAG8772608.1															
OG0056594												CAG8772644.1															
OG0056595												CAG8772681.1															
OG0056596												CAG8773225.1															
OG0056597												CAG8773230.1															
OG0056598												CAG8773637.1															
OG0056599												CAG8773655.1															
OG0056600												CAG8773685.1															
OG0056601												CAG8773905.1															
OG0056602												CAG8774237.1															
OG0056603												CAG8774284.1															
OG0056604												CAG8774420.1															
OG0056605												CAG8774497.1															
OG0056606												CAG8774543.1															
OG0056607												CAG8774710.1															
OG0056608												CAG8774994.1															
OG0056609												CAG8775035.1															
OG0056610												CAG8775192.1															
OG0056611												CAG8775235.1															
OG0056612												CAG8775289.1															
OG0056613												CAG8775342.1															
OG0056614												CAG8775442.1															
OG0056615												CAG8775456.1															
OG0056616												CAG8775553.1															
OG0056617												CAG8775580.1															
OG0056618												CAG8775614.1															
OG0056619												CAG8775694.1															
OG0056620												CAG8775741.1															
OG0056621												CAG8775788.1															
OG0056622												CAG8775809.1															
OG0056623												CAG8775846.1															
OG0056624												CAG8776017.1															
OG0056625												CAG8776023.1															
OG0056626												CAG8776270.1															
OG0056627												CAG8777056.1															
OG0056628												CAG8777116.1															
OG0056629												CAG8777122.1															
OG0056630												CAG8777428.1															
OG0056631												CAG8777586.1															
OG0056632												CAG8777817.1															
OG0056633													CAG8433959.1														
OG0056634													CAG8434049.1														
OG0056635													CAG8434103.1														
OG0056636													CAG8434175.1														
OG0056637													CAG8434458.1														
OG0056638													CAG8434615.1														
OG0056639													CAG8434683.1														
OG0056640													CAG8434822.1														
OG0056641													CAG8435047.1														
OG0056642													CAG8435252.1														
OG0056643													CAG8435521.1														
OG0056644													CAG8435999.1														
OG0056645													CAG8436422.1														
OG0056646													CAG8436536.1														
OG0056647													CAG8436553.1														
OG0056648													CAG8436558.1														
OG0056649													CAG8436694.1														
OG0056650													CAG8436813.1														
OG0056651													CAG8436996.1														
OG0056652													CAG8437160.1														
OG0056653													CAG8437199.1														
OG0056654													CAG8437399.1														
OG0056655													CAG8437408.1														
OG0056656													CAG8437494.1														
OG0056657													CAG8437499.1														
OG0056658													CAG8437565.1														
OG0056659													CAG8437972.1														
OG0056660													CAG8437981.1														
OG0056661													CAG8437998.1														
OG0056662													CAG8438008.1														
OG0056663													CAG8438018.1														
OG0056664													CAG8438074.1														
OG0056665													CAG8438549.1														
OG0056666													CAG8439271.1														
OG0056667													CAG8439462.1														
OG0056668													CAG8439473.1														
OG0056669													CAG8441275.1														
OG0056670													CAG8441290.1														
OG0056671													CAG8441447.1														
OG0056672													CAG8441640.1														
OG0056673													CAG8442139.1														
OG0056674													CAG8442821.1														
OG0056675													CAG8443143.1														
OG0056676													CAG8443648.1														
OG0056677													CAG8443717.1														
OG0056678													CAG8443843.1														
OG0056679													CAG8443854.1														
OG0056680													CAG8443909.1														
OG0056681													CAG8443917.1														
OG0056682													CAG8444278.1														
OG0056683													CAG8444543.1														
OG0056684													CAG8444690.1														
OG0056685													CAG8445378.1														
OG0056686													CAG8446327.1														
OG0056687													CAG8446425.1														
OG0056688													CAG8446859.1														
OG0056689													CAG8447639.1														
OG0056690													CAG8447700.1														
OG0056691													CAG8447741.1														
OG0056692													CAG8447794.1														
OG0056693													CAG8447955.1														
OG0056694													CAG8447979.1														
OG0056695													CAG8448366.1														
OG0056696													CAG8449067.1														
OG0056697													CAG8449564.1														
OG0056698													CAG8449717.1														
OG0056699													CAG8449777.1														
OG0056700													CAG8450143.1														
OG0056701													CAG8450240.1														
OG0056702													CAG8450277.1														
OG0056703													CAG8450682.1														
OG0056704													CAG8451649.1														
OG0056705													CAG8452154.1														
OG0056706													CAG8452234.1														
OG0056707													CAG8452445.1														
OG0056708													CAG8452480.1														
OG0056709													CAG8454022.1														
OG0056710													CAG8454098.1														
OG0056711													CAG8454382.1														
OG0056712													CAG8455022.1														
OG0056713													CAG8455160.1														
OG0056714													CAG8455191.1														
OG0056715													CAG8455540.1														
OG0056716													CAG8456129.1														
OG0056717													CAG8456371.1														
OG0056718													CAG8456395.1														
OG0056719													CAG8457092.1														
OG0056720													CAG8457109.1														
OG0056721													CAG8457128.1														
OG0056722													CAG8457241.1														
OG0056723													CAG8458550.1														
OG0056724													CAG8458618.1														
OG0056725													CAG8458758.1														
OG0056726													CAG8459296.1														
OG0056727													CAG8459420.1														
OG0056728													CAG8460831.1														
OG0056729													CAG8461497.1														
OG0056730													CAG8462037.1														
OG0056731													CAG8462346.1														
OG0056732													CAG8462418.1														
OG0056733													CAG8462582.1														
OG0056734													CAG8463198.1														
OG0056735													CAG8463210.1														
OG0056736													CAG8463304.1														
OG0056737													CAG8463452.1														
OG0056738													CAG8463520.1														
OG0056739													CAG8464182.1														
OG0056740													CAG8464203.1														
OG0056741													CAG8464369.1														
OG0056742													CAG8465294.1														
OG0056743													CAG8465599.1														
OG0056744													CAG8465607.1														
OG0056745													CAG8465877.1														
OG0056746													CAG8465921.1														
OG0056747													CAG8466247.1														
OG0056748													CAG8466623.1														
OG0056749													CAG8466970.1														
OG0056750													CAG8467389.1														
OG0056751													CAG8467642.1														
OG0056752													CAG8467933.1														
OG0056753													CAG8468284.1														
OG0056754													CAG8468478.1														
OG0056755													CAG8469146.1														
OG0056756													CAG8469524.1														
OG0056757													CAG8470218.1														
OG0056758													CAG8470472.1														
OG0056759													CAG8472175.1														
OG0056760													CAG8472237.1														
OG0056761													CAG8472418.1														
OG0056762													CAG8472605.1														
OG0056763													CAG8473021.1														
OG0056764													CAG8473584.1														
OG0056765													CAG8473994.1														
OG0056766													CAG8474014.1														
OG0056767													CAG8474558.1														
OG0056768													CAG8474816.1														
OG0056769													CAG8474942.1														
OG0056770													CAG8476624.1														
OG0056771													CAG8476645.1														
OG0056772													CAG8476706.1														
OG0056773													CAG8477754.1														
OG0056774													CAG8478086.1														
OG0056775													CAG8478291.1														
OG0056776													CAG8478491.1														
OG0056777													CAG8478507.1														
OG0056778													CAG8478680.1														
OG0056779													CAG8478869.1														
OG0056780													CAG8479029.1														
OG0056781													CAG8479095.1														
OG0056782													CAG8480098.1														
OG0056783													CAG8480133.1														
OG0056784													CAG8480173.1														
OG0056785													CAG8480193.1														
OG0056786													CAG8480487.1														
OG0056787													CAG8480592.1														
OG0056788													CAG8481042.1														
OG0056789													CAG8481065.1														
OG0056790													CAG8481345.1														
OG0056791													CAG8482315.1														
OG0056792													CAG8482452.1														
OG0056793													CAG8482528.1														
OG0056794													CAG8483453.1														
OG0056795													CAG8483471.1														
OG0056796													CAG8483483.1														
OG0056797													CAG8483797.1														
OG0056798													CAG8484675.1														
OG0056799													CAG8485167.1														
OG0056800													CAG8485214.1														
OG0056801													CAG8485658.1														
OG0056802													CAG8485716.1														
OG0056803													CAG8486301.1														
OG0056804													CAG8487241.1														
OG0056805													CAG8487402.1														
OG0056806													CAG8487484.1														
OG0056807													CAG8488093.1														
OG0056808													CAG8488299.1														
OG0056809													CAG8488521.1														
OG0056810													CAG8489426.1														
OG0056811													CAG8489467.1														
OG0056812													CAG8489826.1														
OG0056813													CAG8489949.1														
OG0056814													CAG8491054.1														
OG0056815													CAG8491872.1														
OG0056816													CAG8492130.1														
OG0056817													CAG8492153.1														
OG0056818													CAG8492640.1														
OG0056819													CAG8492668.1														
OG0056820													CAG8492870.1														
OG0056821													CAG8492934.1														
OG0056822													CAG8493058.1														
OG0056823													CAG8493325.1														
OG0056824													CAG8493345.1														
OG0056825													CAG8493491.1														
OG0056826													CAG8493838.1														
OG0056827													CAG8493874.1														
OG0056828													CAG8494064.1														
OG0056829													CAG8495354.1														
OG0056830													CAG8495500.1														
OG0056831													CAG8495763.1														
OG0056832													CAG8495853.1														
OG0056833													CAG8496507.1														
OG0056834													CAG8496528.1														
OG0056835													CAG8497010.1														
OG0056836													CAG8497499.1														
OG0056837													CAG8497961.1														
OG0056838													CAG8498127.1														
OG0056839													CAG8498352.1														
OG0056840													CAG8498383.1														
OG0056841													CAG8498584.1														
OG0056842													CAG8498816.1														
OG0056843													CAG8498836.1														
OG0056844													CAG8498916.1														
OG0056845													CAG8498933.1														
OG0056846													CAG8499384.1														
OG0056847													CAG8499640.1														
OG0056848													CAG8499661.1														
OG0056849													CAG8499999.1														
OG0056850													CAG8500063.1														
OG0056851													CAG8500191.1														
OG0056852													CAG8500309.1														
OG0056853													CAG8500605.1														
OG0056854													CAG8500748.1														
OG0056855													CAG8500875.1														
OG0056856													CAG8501694.1														
OG0056857													CAG8501951.1														
OG0056858													CAG8501971.1														
OG0056859													CAG8502175.1														
OG0056860													CAG8502210.1														
OG0056861													CAG8502611.1														
OG0056862													CAG8502824.1														
OG0056863													CAG8502907.1														
OG0056864													CAG8503022.1														
OG0056865													CAG8503043.1														
OG0056866													CAG8504213.1														
OG0056867													CAG8504471.1														
OG0056868													CAG8504639.1														
OG0056869													CAG8504714.1														
OG0056870													CAG8504739.1														
OG0056871													CAG8504937.1														
OG0056872													CAG8505504.1														
OG0056873													CAG8505529.1														
OG0056874													CAG8505575.1														
OG0056875													CAG8505615.1														
OG0056876													CAG8505635.1														
OG0056877													CAG8505848.1														
OG0056878													CAG8505956.1														
OG0056879													CAG8506167.1														
OG0056880													CAG8506323.1														
OG0056881													CAG8507335.1														
OG0056882													CAG8507572.1														
OG0056883													CAG8508494.1														
OG0056884													CAG8508883.1														
OG0056885													CAG8509199.1														
OG0056886													CAG8510066.1														
OG0056887													CAG8510084.1														
OG0056888													CAG8510656.1														
OG0056889													CAG8512505.1														
OG0056890													CAG8513183.1														
OG0056891													CAG8513404.1														
OG0056892													CAG8513502.1														
OG0056893													CAG8513621.1														
OG0056894													CAG8513897.1														
OG0056895													CAG8513972.1														
OG0056896													CAG8514088.1														
OG0056897													CAG8514225.1														
OG0056898													CAG8514326.1														
OG0056899													CAG8514628.1														
OG0056900													CAG8515354.1														
OG0056901													CAG8515549.1														
OG0056902													CAG8515846.1														
OG0056903													CAG8516182.1														
OG0056904													CAG8516271.1														
OG0056905													CAG8516853.1														
OG0056906													CAG8518020.1														
OG0056907													CAG8518063.1														
OG0056908													CAG8518102.1														
OG0056909													CAG8518118.1														
OG0056910													CAG8518249.1														
OG0056911													CAG8519260.1														
OG0056912													CAG8519461.1														
OG0056913													CAG8520020.1														
OG0056914													CAG8520040.1														
OG0056915													CAG8520162.1														
OG0056916													CAG8521278.1														
OG0056917													CAG8522222.1														
OG0056918													CAG8522284.1														
OG0056919													CAG8522657.1														
OG0056920													CAG8522707.1														
OG0056921													CAG8522728.1														
OG0056922													CAG8523830.1														
OG0056923													CAG8524224.1														
OG0056924													CAG8525022.1														
OG0056925													CAG8525409.1														
OG0056926													CAG8525740.1														
OG0056927													CAG8525760.1														
OG0056928													CAG8525907.1														
OG0056929													CAG8526391.1														
OG0056930													CAG8526483.1														
OG0056931													CAG8526811.1														
OG0056932													CAG8526853.1														
OG0056933													CAG8526885.1														
OG0056934													CAG8527850.1														
OG0056935													CAG8527894.1														
OG0056936													CAG8528229.1														
OG0056937													CAG8528824.1														
OG0056938													CAG8529979.1														
OG0056939													CAG8530002.1														
OG0056940													CAG8530584.1														
OG0056941													CAG8530951.1														
OG0056942													CAG8530969.1														
OG0056943													CAG8530995.1														
OG0056944													CAG8531724.1														
OG0056945													CAG8531813.1														
OG0056946													CAG8531920.1														
OG0056947													CAG8532405.1														
OG0056948													CAG8533253.1														
OG0056949													CAG8533767.1														
OG0056950													CAG8533902.1														
OG0056951													CAG8534139.1														
OG0056952													CAG8535043.1														
OG0056953													CAG8535223.1														
OG0056954													CAG8535481.1														
OG0056955													CAG8535870.1														
OG0056956													CAG8536046.1														
OG0056957													CAG8536228.1														
OG0056958													CAG8536566.1														
OG0056959													CAG8536761.1														
OG0056960													CAG8536845.1														
OG0056961													CAG8536987.1														
OG0056962													CAG8537052.1														
OG0056963													CAG8537540.1														
OG0056964													CAG8537855.1														
OG0056965													CAG8537877.1														
OG0056966													CAG8537895.1														
OG0056967													CAG8538066.1														
OG0056968													CAG8538843.1														
OG0056969													CAG8539143.1														
OG0056970													CAG8539423.1														
OG0056971													CAG8539967.1														
OG0056972													CAG8540106.1														
OG0056973													CAG8541009.1														
OG0056974													CAG8541027.1														
OG0056975													CAG8541531.1														
OG0056976													CAG8541592.1														
OG0056977													CAG8541840.1														
OG0056978													CAG8542314.1														
OG0056979													CAG8542399.1														
OG0056980													CAG8542657.1														
OG0056981													CAG8542883.1														
OG0056982													CAG8543094.1														
OG0056983													CAG8543549.1														
OG0056984													CAG8543661.1														
OG0056985													CAG8543677.1														
